Mootmisaeg,Kunda,Ristna,Vaike-Maarja,Toravere,Sorve,Viljandi,Narva-Joesuu,Kuusiku,Laane-Nigula,Parnu,Mustvee,Voru,Tyri,Valga,Tallinn
22.01.2016,44,30,51,48,29,37,71,36,37,26,31,57,45,59,36
23.01.2016,43,30,50,47,29,37,69,36,37,26,32,57,46,60,36
24.01.2016,43,30,50,48,29,39,68,37,41,29,31,56,45,60,37
25.01.2016,44,30,49,46,29,35,69,34,35,24,31,56,43,55,35
26.01.2016,43,33,51,47,32,39,68,37,38,30,32,55,45,58,38
27.01.2016,44,34,48,46,33,38,66,34,37,28,30,55,43,57,39
28.01.2016,48,38,53,54,36,43,73,41,45,31,34,65,50,68,42
29.01.2016,49,37,54,52,35,42,77,38,44,28,33,63,47,67,41
30.01.2016,51,38,59,55,37,46,85,42,46,31,35,66,50,71,42
31.01.2016,52,38,60,54,34,43,93,42,45,26,34,65,49,69,42
01.02.2016,52,38,60,53,35,44,93,42,45,27,34,63,50,68,42
02.02.2016,53,38,60,54,35,45,93,42,45,27,34,63,50,69,43
03.02.2016,53,39,61,55,36,46,95,43,47,29,35,65,51,70,43
04.02.2016,52,38,60,54,35,44,93,42,46,27,34,63,51,68,42
05.02.2016,53,38,60,54,35,45,93,43,46,27,35,65,52,69,42
06.02.2016,52,39,59,53,36,44,90,42,47,29,34,63,50,68,41
07.02.2016,53,38,60,54,36,45,90,42,46,28,35,63,51,69,43
08.02.2016,54,40,60,55,36,46,94,44,49,30,36,65,52,70,43
09.02.2016,55,40,62,57,36,47,97,46,50,31,37,66,55,71,44
10.02.2016,55,39,64,57,35,47,97,47,49,33,37,65,54,72,43
11.02.2016,56,38,67,58,35,50,96,51,53,39,38,67,59,75,46
12.02.2016,57,40,66,59,37,48,94,47,50,33,37,66,55,73,46
13.02.2016,55,38,61,56,36,44,92,40,43,25,36,64,48,70,42
14.02.2016,57,38,61,57,35,46,90,40,42,26,37,65,49,70,43
15.02.2016,55,37,56,52,35,43,84,39,42,25,32,62,47,65,42
16.02.2016,54,38,55,51,35,42,82,38,41,25,31,61,46,64,42
17.02.2016,55,38,55,51,35,42,81,38,41,25,31,59,46,64,41
18.02.2016,55,39,55,53,36,44,82,39,42,27,33,60,47,65,43
19.02.2016,55,39,55,51,38,43,79,39,44,27,32,59,46,62,43
20.02.2016,52,40,52,50,37,40,75,38,44,27,31,59,44,60,42
21.02.2016,52,40,51,50,37,41,72,38,44,30,31,59,43,60,42
22.02.2016,50,38,46,47,35,37,70,33,37,22,28,57,40,54,41
23.02.2016,47,38,43,44,35,35,64,32,36,21,26,55,38,52,39
24.02.2016,45,38,42,43,35,35,63,32,35,21,27,56,38,52,39
25.02.2016,45,38,42,43,35,35,63,32,35,21,27,56,38,51,39
26.02.2016,47,41,44,44,36,36,64,34,38,22,27,56,39,52,41
27.02.2016,45,38,41,44,35,35,63,31,35,21,27,57,38,52,38
28.02.2016,44,38,39,43,35,34,61,30,34,21,26,55,36,50,38
29.02.2016,45,38,40,43,35,35,62,31,35,21,27,56,37,50,38
01.03.2016,45,38,40,44,35,35,61,31,35,21,27,56,38,51,39
02.03.2016,44,38,40,43,35,34,61,31,34,21,27,55,37,50,38
03.03.2016,45,38,40,43,36,35,62,31,35,21,27,56,37,50,39
04.03.2016,45,38,40,43,36,35,62,31,34,21,27,56,37,50,39
05.03.2016,47,38,42,44,36,35,66,32,35,22,29,57,38,50,40
06.03.2016,46,39,41,44,37,35,64,32,35,22,28,56,38,50,40
07.03.2016,46,40,42,46,37,38,64,34,37,24,30,61,41,53,41
08.03.2016,56,39,50,54,37,46,72,36,36,28,37,65,45,63,43
09.03.2016,45,38,37,45,35,34,67,31,35,21,27,63,37,53,41
10.03.2016,45,38,37,45,36,33,68,30,36,21,26,63,36,53,40
11.03.2016,45,38,37,45,36,34,69,30,36,21,26,64,36,53,40
12.03.2016,46,38,37,45,35,34,70,31,36,21,27,64,36,54,40
13.03.2016,46,38,37,46,35,34,70,31,36,21,27,64,36,54,41
14.03.2016,47,38,38,47,36,35,71,32,38,23,29,64,37,56,41
15.03.2016,48,38,38,45,36,35,71,32,39,23,27,63,37,55,41
16.03.2016,49,38,37,46,36,35,71,32,41,23,28,64,37,57,41
17.03.2016,53,38,39,48,36,37,74,34,45,25,30,64,38,63,42
18.03.2016,55,38,39,51,36,39,78,36,46,27,31,63,39,67,41
19.03.2016,55,38,39,50,36,39,79,36,46,27,31,62,38,67,42
20.03.2016,56,38,39,50,36,38,79,36,46,27,31,62,38,67,42
21.03.2016,56,38,39,49,36,38,79,36,46,27,32,62,38,67,41
22.03.2016,55,38,39,49,35,38,80,36,46,27,32,62,38,67,41
23.03.2016,55,38,39,49,36,39,80,36,46,27,32,62,39,67,41
24.03.2016,55,38,39,49,35,39,81,36,46,28,32,63,39,67,41
25.03.2016,56,38,39,49,35,39,82,37,47,28,32,63,39,68,42
26.03.2016,56,39,39,51,36,40,85,38,47,28,33,64,39,68,42
27.03.2016,56,38,40,53,36,43,90,41,47,29,34,64,41,69,42
28.03.2016,57,39,43,56,36,45,93,43,47,29,35,65,46,70,42
29.03.2016,57,39,46,57,37,45,93,44,48,29,35,65,50,71,42
30.03.2016,58,39,50,58,36,46,94,45,48,30,36,66,53,71,43
31.03.2016,57,38,51,58,35,46,94,44,48,29,36,66,53,71,42
01.04.2016,56,38,54,57,35,46,93,44,47,29,35,64,54,70,42
02.04.2016,56,38,57,57,35,46,93,44,48,29,36,64,54,70,42
03.04.2016,56,38,61,58,35,46,93,44,48,29,36,65,54,71,43
04.04.2016,56,38,63,58,35,46,92,44,48,29,36,65,55,71,42
05.04.2016,57,40,65,58,36,47,93,45,49,30,36,66,56,72,43
06.04.2016,57,40,67,60,37,48,95,46,49,32,37,68,57,73,44
07.04.2016,57,38,65,58,35,46,93,44,48,30,36,65,55,71,42
08.04.2016,56,38,65,58,35,46,93,44,48,30,36,65,55,72,42
09.04.2016,57,38,65,58,35,46,93,45,48,30,36,65,55,71,43
10.04.2016,57,38,65,58,35,46,94,45,48,30,36,66,56,71,42
11.04.2016,58,39,66,59,36,46,95,45,48,30,36,66,56,72,42
12.04.2016,58,39,66,59,36,47,95,46,49,30,36,66,56,72,42
13.04.2016,58,39,66,61,36,47,96,45,49,30,36,69,56,75,43
14.04.2016,57,39,66,59,36,47,95,45,49,30,36,67,56,73,42
15.04.2016,57,39,66,57,36,47,95,45,49,30,36,64,56,70,42
16.04.2016,58,40,67,58,37,47,95,46,49,31,37,65,57,71,43
17.04.2016,59,39,68,59,37,48,96,47,50,33,37,65,58,72,44
18.04.2016,57,39,66,58,36,46,95,45,48,31,37,65,55,71,43
19.04.2016,57,38,65,58,36,46,93,45,47,30,36,64,55,70,42
20.04.2016,56,38,66,58,36,46,93,45,48,31,36,64,56,71,42
21.04.2016,56,39,66,57,36,45,93,44,47,30,36,64,55,70,42
22.04.2016,56,39,67,58,36,46,93,45,47,30,36,64,55,70,42
23.04.2016,57,39,66,58,35,46,93,46,47,31,37,64,56,71,43
24.04.2016,57,40,67,58,36,47,93,47,48,32,36,64,56,72,43
25.04.2016,56,38,66,58,35,45,94,44,45,29,37,65,54,71,42
26.04.2016,62,38,72,62,36,49,95,50,49,32,44,69,59,73,46
27.04.2016,56,38,65,56,36,45,98,44,47,28,36,63,54,70,42
28.04.2016,61,39,67,59,37,47,92,45,48,29,39,65,57,71,44
29.04.2016,55,39,64,57,36,46,97,45,47,29,35,63,54,71,42
30.04.2016,57,39,66,57,36,46,101,45,48,29,35,64,55,71,42
01.05.2016,57,39,66,58,36,46,103,45,48,30,36,65,56,72,43
02.05.2016,58,40,66,59,36,47,101,46,49,30,36,66,56,72,42
03.05.2016,58,40,67,59,36,47,95,46,49,30,36,67,56,73,43
04.05.2016,58,40,67,59,36,47,95,46,49,31,36,66,57,73,42
05.05.2016,58,41,68,60,37,48,96,46,49,30,37,67,57,74,43
06.05.2016,58,41,68,60,37,48,97,47,50,31,37,68,57,74,43
07.05.2016,58,41,69,60,37,48,98,47,50,31,37,68,58,75,43
08.05.2016,59,41,69,61,37,49,99,47,51,31,37,69,59,76,43
09.05.2016,59,42,69,61,38,49,100,48,51,31,37,70,59,77,43
10.05.2016,59,42,70,62,38,50,101,48,52,32,38,71,60,78,43
11.05.2016,59,42,70,62,38,50,102,48,52,31,38,71,60,78,43
12.05.2016,60,42,70,62,38,50,102,48,52,31,38,71,60,78,43
13.05.2016,59,43,71,63,41,50,103,48,52,32,38,72,61,79,43
14.05.2016,60,43,73,64,40,55,105,53,55,41,39,72,66,80,46
15.05.2016,60,44,70,65,42,48,106,47,52,33,39,73,57,81,44
16.05.2016,60,40,71,64,36,47,106,46,48,31,39,72,57,78,44
17.05.2016,59,40,71,64,36,48,106,46,49,31,38,73,57,79,43
18.05.2016,60,40,72,65,36,48,108,47,49,31,39,74,58,80,43
19.05.2016,60,40,72,65,36,48,107,47,49,31,39,74,58,80,43
20.05.2016,60,41,73,65,36,49,,47,50,31,39,74,59,80,43
21.05.2016,60,42,73,65,37,49,,48,50,31,40,74,59,80,43
22.05.2016,60,42,73,65,37,49,,48,51,31,39,74,60,81,43
23.05.2016,61,42,74,66,37,50,,49,52,32,40,75,61,82,43
24.05.2016,61,42,74,67,37,51,,49,52,32,40,75,61,82,44
25.05.2016,61,43,74,67,38,51,,49,53,33,40,75,62,83,44
26.05.2016,60,43,75,67,37,51,,49,52,32,41,75,62,82,44
27.05.2016,60,43,75,67,38,51,,50,53,32,39,75,62,83,44
28.05.2016,60,43,75,67,38,51,,50,53,33,39,75,62,83,44
29.05.2016,60,43,75,67,38,51,,50,53,33,39,75,62,83,43
30.05.2016,60,43,75,68,39,52,,50,54,33,40,75,63,83,44
31.05.2016,60,43,76,68,39,52,110,50,54,33,40,76,63,84,44
01.06.2016,60,43,76,69,39,52,112,51,54,33,40,76,63,84,44
02.06.2016,61,43,77,69,39,53,113,51,55,34,41,77,64,85,44
03.06.2016,62,43,77,70,39,52,113,52,55,34,41,77,64,85,44
04.06.2016,60,43,76,69,39,52,111,51,54,34,41,76,63,84,44
05.06.2016,60,43,76,69,39,52,112,51,54,34,41,76,63,85,44
06.06.2016,60,43,76,69,39,52,111,51,54,34,40,75,63,84,44
07.06.2016,61,44,77,68,39,52,113,51,55,34,41,75,64,84,44
08.06.2016,61,43,76,69,39,52,111,51,54,34,42,76,63,85,45
09.06.2016,59,43,73,68,39,51,107,49,52,33,39,74,62,83,43
10.06.2016,61,44,74,69,43,52,106,51,53,35,40,75,63,85,44
11.06.2016,60,43,74,69,37,53,104,49,52,35,45,76,63,82,44
12.06.2016,58,43,68,60,36,47,96,47,52,32,37,67,58,76,44
13.06.2016,58,43,69,60,37,47,96,48,53,32,37,67,59,76,44
14.06.2016,59,43,71,62,37,48,99,50,54,32,37,69,60,79,44
15.06.2016,60,44,73,65,40,53,100,52,56,36,39,71,64,84,45
16.06.2016,61,45,74,65,43,50,102,51,54,36,40,69,61,78,47
17.06.2016,60,48,68,62,45,49,97,50,55,35,45,68,59,,46
18.06.2016,59,48,74,60,44,55,97,57,69,47,41,67,64,,50
19.06.2016,59,,,,,,91,,,,,67,63,,50
20.06.2016,59,42,69,,,47,93,49,53,,38,68,57,,47
21.06.2016,57,39,66,,,47,94,45,48,,38,70,56,,43
22.06.2016,58,39,68,,,49,90,47,49,,39,72,59,,43
23.06.2016,58,40,65,58,36,46,91,46,49,32,36,66,54,,43
24.06.2016,58,40,66,58,36,46,92,47,49,32,37,67,55,,43
25.06.2016,60,42,69,59,37,47,93,50,52,33,38,69,57,74,45
26.06.2016,57,39,66,60,37,48,95,47,49,33,38,70,57,76,44
27.06.2016,60,42,69,62,38,49,95,49,51,34,39,73,59,78,46
28.06.2016,58,39,66,59,37,49,95,48,49,35,39,71,57,73,45
29.06.2016,57,39,65,58,36,48,96,46,49,32,37,65,56,71,43
30.06.2016,58,40,66,59,38,48,91,46,50,32,37,67,57,73,43
01.07.2016,58,39,66,59,37,49,93,46,50,33,38,68,57,74,43
02.07.2016,58,39,67,60,37,50,91,47,51,34,38,68,58,74,44
03.07.2016,57,41,67,60,43,50,93,47,52,34,37,66,59,73,44
04.07.2016,60,39,,62,36,54,90,47,51,36,40,70,61,78,44
05.07.2016,60,39,,60,36,48,90,46,49,33,41,68,56,72,44
06.07.2016,57,40,65,57,36,46,91,45,50,31,36,64,55,70,43
07.07.2016,56,40,66,58,36,47,91,46,51,32,37,66,56,72,43
08.07.2016,63,40,69,60,36,48,95,47,51,32,39,67,57,72,45
09.07.2016,56,41,65,57,37,47,89,45,51,32,36,66,55,72,44
10.07.2016,57,42,67,58,37,47,89,47,52,33,37,67,57,73,44
11.07.2016,60,41,67,60,37,48,89,48,53,33,37,68,57,74,44
12.07.2016,57,40,65,58,38,47,90,46,52,34,37,67,56,74,44
13.07.2016,56,40,64,58,37,46,91,45,51,32,37,66,55,73,43
14.07.2016,56,40,65,58,37,47,89,45,52,32,37,67,56,73,43
15.07.2016,56,40,65,59,38,47,92,45,52,33,37,68,57,75,43
16.07.2016,58,44,67,61,41,51,89,50,56,36,40,69,59,75,45
17.07.2016,57,40,66,59,37,47,90,45,50,32,37,68,57,73,44
18.07.2016,57,40,67,59,37,47,98,45,50,34,37,69,58,74,43
19.07.2016,57,41,65,59,37,47,82,46,51,32,37,70,56,75,43
20.07.2016,58,41,66,60,37,47,87,46,51,32,38,70,57,75,44
21.07.2016,58,41,67,61,37,47,87,46,52,33,39,71,58,76,44
22.07.2016,58,42,66,61,38,48,89,47,52,33,38,72,58,77,44
23.07.2016,58,42,67,61,38,48,90,47,52,33,38,67,58,76,44
24.07.2016,60,43,67,60,39,48,91,48,53,34,39,66,59,76,44
25.07.2016,59,42,68,60,39,49,96,48,53,34,40,67,59,77,44
26.07.2016,60,43,69,63,39,50,,48,54,34,40,68,60,79,44
27.07.2016,61,43,68,60,39,49,,50,54,34,40,68,61,73,44
28.07.2016,60,43,68,61,39,49,,47,54,34,38,67,60,73,44
29.07.2016,62,44,70,62,40,51,,48,55,35,40,68,62,75,45
30.07.2016,59,41,66,62,37,49,,46,52,34,37,69,58,74,44
31.07.2016,60,42,67,63,37,49,,47,54,34,38,69,58,75,44
01.08.2016,59,42,66,62,37,50,,47,51,34,38,68,57,75,44
02.08.2016,59,41,66,62,37,50,,47,51,34,39,70,58,77,44
03.08.2016,58,42,65,58,37,47,,46,51,32,36,65,55,71,44
04.08.2016,58,42,65,58,38,47,,46,52,33,36,65,55,71,43
05.08.2016,58,44,67,60,40,49,,47,54,35,38,67,57,73,44
06.08.2016,58,42,66,62,40,49,,47,52,36,38,67,57,72,44
07.08.2016,59,43,67,60,37,50,,47,51,34,41,66,57,72,45
08.08.2016,57,43,65,57,37,46,,46,51,33,36,65,55,70,44
09.08.2016,57,43,64,57,38,46,,45,51,32,35,64,54,70,43
10.08.2016,56,42,64,57,37,46,,45,51,31,35,64,54,70,43
11.08.2016,57,42,65,59,38,48,,46,51,33,37,64,56,72,43
12.08.2016,58,43,65,58,38,47,,46,52,31,37,65,55,71,44
13.08.2016,57,43,65,58,38,46,,45,51,32,36,64,55,71,43
14.08.2016,57,43,67,59,39,49,,47,52,36,38,66,58,73,44
15.08.2016,57,41,64,58,38,47,,46,49,32,37,64,54,70,44
16.08.2016,57,45,64,58,39,46,,47,50,33,36,64,54,71,43
17.08.2016,64,41,72,64,37,55,,55,54,40,44,69,62,76,48
18.08.2016,57,44,68,62,41,60,,50,53,41,39,67,59,76,45
19.08.2016,58,40,64,57,37,46,,45,50,31,35,64,54,70,44
20.08.2016,56,39,,57,36,46,,46,48,31,35,64,55,70,44
21.08.2016,57,39,,58,36,46,,45,49,31,,65,56,71,43
22.08.2016,57,40,66,58,38,47,,45,49,32,36,65,57,72,44
23.08.2016,60,42,68,61,37,49,,46,51,34,37,66,59,75,44
24.08.2016,58,39,67,60,36,48,,46,50,32,38,69,57,73,45
25.08.2016,57,40,65,58,37,47,90,46,50,32,36,64,57,70,43
26.08.2016,57,40,66,58,36,47,90,46,50,32,36,65,57,71,43
27.08.2016,58,40,66,59,37,47,90,46,50,32,36,66,57,72,46
28.08.2016,56,40,65,59,37,47,90,46,50,32,36,66,57,72,43
29.08.2016,57,40,65,60,39,49,90,46,51,33,37,67,58,72,43
30.08.2016,65,43,,60,38,51,95,50,60,40,40,69,67,73,48
31.08.2016,59,40,,59,37,48,90,49,49,32,39,68,56,75,45
01.09.2016,56,39,64,58,36,46,89,45,48,31,35,65,54,71,43
02.09.2016,56,39,64,58,36,46,89,45,48,31,35,66,55,72,43
03.09.2016,56,39,65,58,36,46,90,45,49,31,35,65,55,72,43
04.09.2016,58,40,67,59,37,48,91,47,50,34,37,66,57,73,45
05.09.2016,56,40,64,58,36,46,91,45,48,31,36,65,54,70,43
06.09.2016,56,39,65,58,36,46,90,46,49,31,35,65,55,71,43
07.09.2016,57,39,65,59,36,46,90,46,49,31,35,65,55,71,43
08.09.2016,57,40,65,59,37,47,90,46,49,32,36,66,56,72,43
09.09.2016,57,39,65,59,36,46,90,45,49,31,36,65,56,71,43
10.09.2016,58,39,66,60,36,47,92,46,49,31,36,66,56,72,43
11.09.2016,59,40,67,60,37,47,92,46,50,32,36,67,57,73,43
12.09.2016,59,40,66,60,37,48,92,46,50,32,37,67,57,73,44
13.09.2016,58,40,66,60,37,48,92,46,50,32,37,67,57,73,43
14.09.2016,58,41,66,60,37,47,92,47,51,32,36,67,57,73,43
15.09.2016,58,40,67,60,37,48,93,47,51,32,36,68,58,74,43
16.09.2016,59,41,68,61,37,49,95,48,51,33,38,69,58,74,44
17.09.2016,58,40,67,60,37,48,93,47,50,32,37,68,57,74,43
18.09.2016,59,40,67,60,37,48,93,47,51,32,37,68,58,74,43
19.09.2016,58,41,,60,37,49,93,48,51,32,37,69,58,74,43
20.09.2016,59,41,,61,37,49,94,48,51,32,37,69,58,75,43
21.09.2016,59,41,68,62,38,49,94,48,52,33,38,70,58,75,44
22.09.2016,59,42,67,61,38,49,94,48,52,33,37,69,58,75,44
23.09.2016,59,42,68,61,38,49,94,48,52,33,38,69,58,75,45
24.09.2016,59,41,67,61,38,49,95,47,51,33,38,69,58,75,43
25.09.2016,59,41,68,61,38,49,98,47,51,32,38,69,58,75,43
26.09.2016,59,42,67,61,39,49,90,47,52,32,38,70,58,76,44
27.09.2016,60,41,69,62,39,50,,48,53,33,38,71,60,78,43
28.09.2016,59,42,68,62,39,50,,49,53,33,38,71,59,77,43
29.09.2016,61,44,70,63,40,52,,49,58,37,40,72,61,78,45
30.09.2016,59,40,67,61,37,49,,48,51,34,38,70,58,75,44
01.10.2016,57,39,65,59,36,47,,45,48,31,36,68,56,73,43
02.10.2016,57,39,65,59,36,47,89,45,48,31,36,67,56,73,43
03.10.2016,58,40,66,60,37,48,90,46,49,32,37,71,57,76,43
04.10.2016,58,40,66,58,37,47,91,46,49,32,37,65,57,71,43
05.10.2016,58,40,,58,37,47,90,46,48,32,36,65,57,71,42
06.10.2016,57,40,,58,37,46,89,45,48,31,36,65,56,71,42
07.10.2016,57,40,,59,37,46,90,45,48,32,36,65,56,72,42
08.10.2016,58,41,66,61,37,47,91,46,49,32,37,69,57,75,43
09.10.2016,62,41,68,66,45,52,91,48,50,34,42,74,59,77,44
10.10.2016,58,41,65,59,37,47,90,46,49,33,37,65,57,72,43
11.10.2016,57,40,65,58,36,46,90,46,49,32,36,64,56,71,42
12.10.2016,58,40,65,58,36,46,91,46,49,32,36,64,56,71,42
13.10.2016,58,40,66,59,37,47,91,47,49,32,36,65,57,72,43
14.10.2016,59,41,67,60,37,48,92,47,50,33,37,65,58,72,44
15.10.2016,59,41,66,60,38,48,92,47,50,33,36,65,58,72,44
16.10.2016,58,41,66,59,37,47,,46,49,32,36,65,57,72,43
17.10.2016,60,40,67,60,37,47,,47,49,32,37,65,58,73,43
18.10.2016,59,41,66,59,38,47,,47,50,32,37,65,58,73,43
19.10.2016,59,41,66,60,39,48,,47,50,33,37,66,58,73,43
20.10.2016,59,42,67,60,39,48,,48,51,33,38,66,58,74,44
21.10.2016,59,42,67,60,39,48,,47,51,33,37,66,58,73,44
22.10.2016,59,41,66,60,39,48,,47,50,33,37,66,57,73,43
23.10.2016,59,41,66,60,40,48,,47,50,33,37,66,58,74,44
24.10.2016,60,42,67,62,43,49,,48,51,36,38,68,59,75,44
25.10.2016,60,44,68,61,40,49,,48,51,34,38,67,59,75,44
26.10.2016,61,45,69,63,46,50,,49,52,35,44,71,60,77,45
27.10.2016,66,42,71,62,38,50,,50,53,37,40,67,61,73,50
28.10.2016,59,42,69,60,39,50,,53,51,40,38,65,62,73,45
29.10.2016,62,42,74,63,39,55,,55,53,41,42,69,64,77,46
30.10.2016,69,39,70,60,36,46,97,45,47,31,41,68,54,70,43
31.10.2016,65,39,73,61,36,48,91,48,,32,37,67,56,77,45
01.11.2016,61,39,68,62,36,47,,46,,32,38,68,55,73,44
02.11.2016,58,43,65,58,44,47,,46,,33,36,64,56,71,43
03.11.2016,58,43,67,61,43,48,,48,,37,40,64,57,71,44
04.11.2016,61,39,62,56,36,43,,43,46,30,35,61,52,65,44
05.11.2016,55,35,58,55,35,42,,42,44,29,35,61,51,65,42
06.11.2016,54,35,,54,36,42,87,43,45,29,33,61,51,65,40
07.11.2016,54,35,,55,38,43,87,42,44,29,33,62,51,66,40
08.11.2016,56,37,,53,37,42,87,43,46,32,35,59,51,63,41
09.11.2016,53,36,57,53,35,41,82,43,45,30,34,58,51,63,41
10.11.2016,50,34,54,52,33,40,80,41,43,29,30,58,49,62,39
11.11.2016,51,35,54,52,34,40,80,40,43,28,31,58,48,62,39
12.11.2016,48,34,53,51,33,39,76,40,42,28,29,57,47,61,37
13.11.2016,49,34,54,51,33,40,76,41,43,28,29,57,48,62,38
14.11.2016,50,34,54,51,34,40,78,41,44,29,30,57,48,62,38
15.11.2016,49,35,54,54,38,41,78,41,44,29,31,60,49,64,38
16.11.2016,50,41,56,52,42,42,77,43,49,32,30,58,50,61,39
17.11.2016,52,40,60,55,41,47,79,49,53,41,34,58,56,64,42
18.11.2016,53,39,59,57,37,45,84,46,51,35,34,61,51,67,42
19.11.2016,56,41,64,62,37,54,95,50,51,36,38,66,57,72,44
20.11.2016,56,38,66,60,36,50,92,47,47,33,38,69,56,75,43
21.11.2016,61,39,72,65,37,56,99,51,50,38,44,69,62,78,45
22.11.2016,,,65,58,37,46,90,46,,31,36,65,54,71,43
23.11.2016,,,65,58,37,47,90,46,,31,36,65,55,71,44
24.11.2016,58,41,67,59,38,48,91,48,50,35,36,65,58,72,44
25.11.2016,61,40,69,60,37,48,99,49,51,33,38,68,58,74,44
26.11.2016,58,39,64,57,36,45,91,45,48,30,35,64,55,70,43
27.11.2016,57,39,65,59,35,48,87,47,49,32,36,65,56,73,44
28.11.2016,58,40,64,57,37,46,90,45,49,31,36,64,54,70,43
29.11.2016,55,38,62,56,36,45,82,44,46,30,34,63,54,69,42
30.11.2016,55,37,60,56,35,45,83,44,46,30,33,62,53,68,42
01.12.2016,56,39,60,56,36,45,83,44,47,31,34,62,53,69,43
02.12.2016,55,38,58,52,35,43,81,43,47,29,32,60,51,65,42
03.12.2016,56,39,58,54,36,44,81,43,43,29,33,60,52,65,43
04.12.2016,55,37,58,53,35,43,80,42,43,29,33,60,51,65,43
05.12.2016,54,38,57,52,35,43,78,42,43,29,33,60,51,64,43
06.12.2016,56,39,61,55,35,46,76,45,47,30,35,63,53,69,43
07.12.2016,55,38,60,56,35,45,77,44,47,29,33,62,53,68,42
08.12.2016,56,40,60,56,37,45,76,44,48,30,34,62,53,68,43
09.12.2016,58,45,67,62,42,55,80,51,58,43,38,69,59,80,46
10.12.2016,57,40,64,59,36,48,81,46,51,32,36,64,54,71,45
11.12.2016,55,38,62,56,35,45,80,44,47,29,34,62,53,68,42
12.12.2016,56,38,63,57,35,45,80,45,47,29,34,63,53,68,43
13.12.2016,56,38,62,55,35,44,81,43,46,29,35,62,52,67,42
14.12.2016,55,40,61,55,37,44,80,44,47,29,33,62,52,67,42
15.12.2016,56,39,62,56,36,45,80,45,47,30,34,63,53,67,43
16.12.2016,54,38,60,55,35,44,80,43,46,28,33,62,52,66,42
17.12.2016,56,39,61,55,36,45,81,44,47,30,34,63,52,68,43
18.12.2016,55,38,61,55,35,45,80,44,47,30,34,62,52,67,43
19.12.2016,56,39,60,56,36,46,79,45,49,31,34,62,53,68,44
20.12.2016,57,40,62,58,37,47,80,45,49,31,35,65,54,70,44
21.12.2016,56,40,63,56,37,47,84,45,50,31,35,64,53,69,44
22.12.2016,55,38,62,55,35,45,87,44,47,30,35,63,52,68,42
23.12.2016,57,40,67,58,39,50,90,46,48,40,37,65,56,71,43
24.12.2016,55,38,63,57,35,46,90,44,47,30,35,65,53,70,43
25.12.2016,56,39,64,57,36,47,90,46,48,32,36,64,55,71,43
26.12.2016,55,38,63,56,35,45,89,44,47,29,35,63,52,69,42
27.12.2016,56,38,64,57,35,46,90,45,48,32,35,64,54,70,43
28.12.2016,56,38,62,56,35,45,88,44,47,29,35,63,53,69,42
29.12.2016,56,38,62,56,34,45,88,44,47,29,35,63,53,69,42
30.12.2016,55,38,62,56,34,45,87,44,47,29,34,63,53,69,42
31.12.2016,56,38,63,57,35,45,89,44,47,30,35,63,54,69,42
30.01.2015,53,38,48,53,36,43,81,42,45,28,31,55,46,63,42
31.01.2015,58,44,55,56,45,49,84,48,51,33,36,59,54,67,46
01.02.2015,65,51,57,60,39,52,94,54,59,38,41,61,58,69,52
02.02.2015,53,41,47,52,38,40,82,39,,26,,54,43,58,45
03.02.2015,52,39,45,,36,40,81,,,26,,55,43,59,
04.02.2015,52,37,46,,36,40,83,,,26,,55,44,59,42
05.02.2015,53,37,47,52,35,40,82,40,43,26,,56,44,59,42
06.02.2015,52,38,46,52,36,40,83,39,42,26,31,55,44,59,42
07.02.2015,52,39,45,51,36,40,81,39,42,26,31,54,43,58,42
08.02.2015,49,37,42,48,34,37,73,36,40,25,29,51,41,56,41
09.02.2015,50,38,42,48,34,37,73,37,40,,28,52,40,56,41
10.02.2015,50,38,42,48,35,38,72,37,40,,28,52,40,56,41
11.02.2015,51,38,42,48,36,38,73,37,41,,28,52,41,56,42
12.02.2015,51,38,41,48,35,38,74,37,41,,28,51,41,56,41
13.02.2015,51,38,41,48,35,37,74,37,42,,28,51,40,56,41
14.02.2015,51,38,42,48,36,38,75,37,44,27,28,52,41,56,42
15.02.2015,51,37,40,47,35,37,74,36,43,26,28,51,40,55,41
16.02.2015,51,37,41,48,35,37,75,36,43,26,28,51,40,56,41
17.02.2015,51,37,40,47,35,37,74,36,43,26,28,51,40,56,41
18.02.2015,51,38,41,48,35,38,75,37,45,27,28,51,40,57,42
19.02.2015,51,38,41,49,35,38,76,38,45,28,28,52,40,58,42
20.02.2015,52,39,43,52,37,41,80,41,47,28,29,55,42,62,42
21.02.2015,54,42,48,54,38,46,85,46,50,34,32,59,47,64,45
22.02.2015,52,38,46,53,36,44,86,43,47,28,31,60,46,64,43
23.02.2015,52,38,47,53,35,44,87,42,46,27,32,61,47,64,42
24.02.2015,54,39,52,57,37,48,91,45,50,32,35,65,51,69,44
25.02.2015,53,38,53,55,36,45,93,43,46,28,35,65,51,67,42
26.02.2015,54,37,55,56,35,46,94,44,47,28,35,65,54,68,42
27.02.2015,54,38,56,56,36,46,95,44,47,28,35,65,54,68,42
28.02.2015,54,38,57,56,36,46,96,44,48,28,35,65,55,68,43
01.03.2015,54,38,57,56,36,46,94,45,49,29,35,65,55,69,43
02.03.2015,56,,,58,37,48,96,47,52,33,37,66,57,72,44
03.03.2015,55,,,,44,,94,,53,34,37,66,59,71,44
04.03.2015,53,,,,35,46,93,,48,28,36,64,55,69,44
